Project,Prompt,Dataset,Article,Confidence,Decision,is_true,ParsedDecision_U2
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,2c4c24f4-bc2b-49df-9976-05928cc6b17d,8.0,FN,False,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,37a35da5-efab-4c14-b59d-e352d63924d5,5.0,UK,False,MAYBE_INCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,725a1635-fb82-434a-a5f0-697fe6373eb8,8.0,TP,True,INCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,bd3b0bb7-6714-4c29-b432-e7366537a781,8.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,b0f56c5a-8c68-4f52-ae35-9d24417ac7c7,8.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,2e3dd0c0-ded9-46c3-b733-a5b439c0ebc9,8.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,34f1b8ea-f66a-45e2-880e-28861f910c63,8.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,a61a07ba-6ea1-45cd-88c6-a437629b9ac2,8.0,FN,False,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,94b1f25f-4fb7-4e72-91c7-e1eeac698bee,5.0,UK,False,MAYBE_INCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,532645ce-d844-41a7-9a13-28768d0f6831,8.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,05ecd1c2-8b78-4cb5-9329-2ef3cd9a023e,8.0,TP,True,INCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,2c89d1bf-f11f-4cc6-9461-84dd201ab9d4,8.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,3b0e8485-8824-4878-80d8-f226cc6655f0,8.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,47f50635-5a77-4060-8bf5-9be7f5735708,8.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,249c8d10-bdfc-4605-a8de-4cf67bce520c,8.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,a3a7ff0b-76d2-443c-a675-1639f75aa69d,8.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,36fd16d7-f4ab-4382-bf8c-1c275acc8bcf,8.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,b93ee308-a77a-4eb4-9fa8-12e941e555c3,8.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,cb8e7218-9bfd-49c7-8f51-fcf23b43cac2,8.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,8fe3c760-7860-4873-a599-a00bf07aea4e,8.0,FN,False,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,b37fd9f9-e3aa-45a0-a2a4-79f02f69ee88,8.0,TP,True,INCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,1aa38f26-3a87-4041-83b9-aa13099ee50e,9.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,10d247bf-dfb9-44da-af30-9b9889989567,5.0,UK,False,MAYBE_INCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,d8ba6817-4bf1-4228-9630-304dd0822196,5.0,UK,False,MAYBE_INCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,39c104f8-dd51-46af-a2ab-112faf025fdb,8.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,fc3f91d1-0b1f-4080-8b66-f4b38be91bab,5.0,UK,False,MAYBE_INCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,82133698-3e9c-4c9f-960f-6e6195fbb8f8,8.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,184ca81d-cce7-44ba-abd1-3f6cfb5a2de3,8.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,18582608-9314-49f2-aae0-543196c5e998,8.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,7e905afd-165a-487d-8e65-3f1735484ae5,8.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,33f208df-1f9b-4118-b145-4a73bb5de2d7,8.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,b104be0d-02ed-4aaa-b9ca-d4f15744116f,5.0,UK,False,MAYBE_INCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,24d73790-58ba-459e-96d1-017bfbc43e8a,5.0,UK,False,MAYBE_INCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,1948e026-49d0-453c-8f78-777ee975bd1b,8.0,FN,False,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,fe418d25-617e-4644-9e1e-dd08227c61f5,8.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,d034f311-d4e8-4530-b1f4-c6786010a230,5.0,UK,False,MAYBE_INCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,8c26f141-45f7-474b-b716-93e0d7fd5c77,8.0,TP,True,INCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,2037e1f9-24fb-44d6-b9c7-d96b5fa75f26,5.0,UK,False,MAYBE_INCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,fa218b41-3403-43c2-aa04-21b728c624de,8.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,5fdf7178-f484-4973-9be7-9acc7b0c57a1,8.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,2e09aa1b-b64f-4dba-9477-ebe96f39f09b,8.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,afc3d784-5614-4d14-9631-b0185f370739,8.0,TP,True,INCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,ab484e14-23fa-4649-84d4-4e3a614d6ffd,8.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,b2d760ba-7277-4feb-91fd-c575530a8916,8.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,d41c896a-ead9-4cb3-b754-f19fab1a6a47,8.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,00c34859-6f3b-4711-8085-a37243de26e9,5.0,UK,False,MAYBE_INCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,cbf18033-5cf9-4714-922a-521762fba333,8.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,e1d1ba9f-de3d-4507-99f6-e8487e7cec8c,8.0,TP,True,INCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,f36e0bed-cdc9-4f09-a2eb-98d76637f74c,8.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,4f55f0ca-996d-4c4d-91ff-90fdad47854a,8.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,b57cb868-25d2-4e73-9921-db0b906ea0b0,8.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,23f19439-f89c-459b-ad7a-cf9291031593,6.0,UK,False,MAYBE_INCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,c620130f-629f-4c8b-9d89-9170f1c015ab,5.0,UK,False,MAYBE_INCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,bbf50892-e1e8-49ca-9bd2-a4c4166c2d5c,8.0,TP,True,INCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,f32c320b-022c-4966-99e7-1bba0c71c4df,8.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,606dabd0-bc4a-4b83-b9a3-28a1052e1384,8.0,FP,False,INCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,2b92efca-1ff9-42a8-bd40-0f12d4f9cc1b,8.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,395acd65-c0b1-497a-a386-8c745a5614e8,8.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,badc1dfd-6c2f-450f-82d3-fd642c01309e,8.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,47573e1a-b6d4-4a24-938a-0fe5ddab049e,8.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,c1f69db5-3810-4480-91a3-84274d439575,8.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,25ebe43c-a535-4143-bcf4-3c9a61e58f9f,5.0,UK,False,MAYBE_EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,68139dfb-cda7-4aaa-920e-17928674db68,8.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,e9c56d57-4fb2-4017-9412-3fb10e5f5c8d,8.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,45e626eb-d801-416c-8542-ba3b1ee57920,5.0,UK,False,MAYBE_INCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,a5307f6c-fdab-450a-b7fb-6f8321cb2d6b,5.0,UK,False,MAYBE_INCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,4fe94d30-2c0a-46f6-82cf-9f95e74218f0,8.0,TP,True,INCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,52c8ffb5-5115-4969-9b21-7bc672ef6b13,5.0,UK,False,MAYBE_INCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,4a33d92b-8f18-4150-884e-9516d900ec95,5.0,UK,False,MAYBE_INCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,dbb06682-7ee5-4aac-8f4b-554ce6258ad0,8.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,aa66d450-72d1-4fdc-a4f9-4410670969fd,10.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,fc55c028-359d-4538-b54b-226ffb4e25ae,8.0,TP,True,INCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,8792ab35-84b8-4807-a844-ca8812f6e8e7,8.0,FN,False,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,19d1bc78-84cb-4324-9d23-6bf2a3dcf0f2,8.0,TN,True,EXCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,9299b407-9e25-46b6-bf7d-3317ac6d6403,5.0,UK,False,MAYBE_INCLUDE
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SELECTION-BIBTEX-TESTNNBIBTEX-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SELECTION,TESTNNBIBTEX,1f11cb87-de66-4f4e-a03e-c54c7f5a1835,8.0,TN,True,EXCLUDE
