Project,Prompt,Dataset,Article,Confidence,Decision,is_true,ParsedDecision_U2,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,5e27bd49-ae89-4845-b065-d52a2e67f726,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,bb1e0dd0-632a-4d9e-8e01-d9902dd281ea,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,283266ba-cf35-4c88-9e25-20a1ab92e921,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,f9cabf24-0a6a-4a47-aebb-6c90343cfdac,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,c764e782-3801-47ca-af16-1ef3edb99569,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,8bf8b050-7ea1-49f3-8aff-cc37c31c610d,8.0,TP,True,INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,2c63b9b8-fde4-47d0-8f2b-8679956cb708,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,49ea7b04-cc42-4701-bed0-227824fca657,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,795b0856-5a22-4769-a140-817af330c2c2,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,072540fc-9295-47fd-8c80-7f53bbdc1fbb,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,8ec47e53-93e5-4a45-a054-458bbbe9f827,8.0,TP,True,INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,6393129f-0f05-40ff-ac9e-d673c7944067,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,2d286e63-8467-4fed-b358-016dc8d42d96,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,c7807c03-4974-49c8-a75b-45f5720f6898,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,65cbd4d3-b4c9-4449-80f0-b272c00d1d86,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,74fe028f-cdd4-4b1e-ba01-9d2540e34949,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,bdcf9e5a-c62d-4246-b5c7-fcfe77175915,8.0,FP,False,INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,b95ba30b-bb53-4c05-a54c-56932201d69a,10.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,8996fb83-ddaf-4789-a5ce-ffba09bbf179,10.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,50965aa5-ea31-46c0-b045-90deb9e72691,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,2c1453be-47a8-4bfe-ad7c-cc0e767b6c00,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,f38c1c82-9a73-4a00-b83d-231449567c4a,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,d68e7fa0-eba9-44c9-b603-8ba79b7462a2,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,a4cbee7b-c042-4210-9fde-1663c75bbd1c,8.0,FP,False,INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,386d9bae-4676-4765-8af3-bb25a2db62a8,6.0,UK,False,MAYBE_EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,2a802bd2-1249-4628-83da-7b486b0bcbd9,8.0,FP,False,INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,72f19a5f-581e-4005-8ed3-234c0ba58ddc,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,f38a3275-98b1-418f-b728-f9510cb32074,5.0,UK,False,MAYBE_EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,27799742-d714-4e6e-b592-d898d40f755f,9.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,c40d8461-ff59-4d8c-a82c-98af788ad98f,9.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,2c86edb9-c243-4c7e-9a32-48f12ff68378,7.0,FP,False,INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,3b184f4c-b350-49b9-95db-004b1b71582b,9.0,TP,True,INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,6849fbe1-c089-46a2-9a39-9f7e346d0795,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,7f9dc299-3ad9-4bd8-9dc3-2f62c6d33c89,9.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,24753070-c813-4071-9a09-855398a72019,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,f47a7851-5214-4331-8e65-b3966728bace,8.0,TP,True,INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,4476bd7c-db1f-478b-aec7-cccf499da555,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,a400d3d9-8f10-48a0-8713-f3a69964bf15,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,17bc6407-7c5c-44a8-8f2d-953edf67c455,10.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,3880db46-383e-4c9b-afd0-73109774d5ee,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,7c619fed-c89d-4205-8837-104c83f41d24,9.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,27643052-f61a-4b8f-bc94-f8fc612fa1b4,9.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,be5c8752-7a1a-400c-9e37-99d38fb79696,10.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,882f8da2-f54e-4877-a2ed-6305bfebcf86,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,6e02c663-353e-4882-b5ec-e143202b8a6b,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,a5ef6986-4bdf-47bc-95af-ce4fac32242c,10.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,3cb5be48-25b8-46bf-9b21-8bdbcdf44d50,8.0,TP,True,INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,ad709b5e-ae04-46ac-b301-fa22c3c58bb6,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,d89f9e31-d002-4e30-8058-3c8604e9a8fc,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,9853d92b-c4c2-4bc9-a64f-68b040e1679d,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,1118b0f2-73a8-49b6-8c0e-ac1c0393d54a,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,fa54c2b4-5cc8-4e79-9691-88b4ecf4ac7e,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,bc8b58e2-c36b-4ba7-bdb3-d6e8e1130377,10.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,14c69b55-cd04-4e18-94c4-dbca423b3a8f,10.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,7e307787-8c6d-4142-a6c1-517ef2725dc9,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,477fc574-6514-4b8e-aaf0-0f678a3b67ba,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,08de25e1-6e36-470c-b1a3-7d51046c6c04,10.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,fe9c02d3-459a-45b7-91b1-bf857e4e51ca,8.0,TP,True,INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,9c61d27c-395b-4e36-92b6-290bd7d9fcb2,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,8d07d028-5df7-42dc-9cd4-c310a2177407,8.0,FP,False,INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,0a93a061-e716-46f9-9c78-d10ced0049f6,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,36ad17bd-34b5-4392-82b6-1a25a19e6c7a,10.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,f21d2b68-c670-49a6-a9c2-314b2e6545cd,10.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,9db7704a-19c7-44bc-99f2-722185bbc610,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,68facebc-573c-4845-89a4-3f4b25b77742,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,9db4b2b9-0636-452d-ae7a-5cbbab37b84e,8.0,TP,True,INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,31cf0534-1561-44a2-bdee-f3278eb83a93,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,52ddd22b-ab57-441f-b5c1-754c9b20028a,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,0d509aa8-553c-4ab6-9dec-08b3acaff851,8.0,TP,True,INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,1de95e99-445b-49a6-9e8e-f1b052bba6cb,9.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,41ca291a-e71a-49c3-940b-779a3fc92db9,10.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,301dac65-b49d-4df7-8233-0fa9181ce8b8,10.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,f11e6f33-ab0c-4682-97a1-deb36adf7806,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,881d18a4-de0f-4979-a152-111c26478c84,6.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,d9f18c71-60e1-4f7e-8e56-bebe621307d4,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,b8167e00-ef14-4e38-99e1-2ccf4c41bd63,8.0,FP,False,INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,68f801fd-bd28-4f29-abf8-2f0fbe1fc88b,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,a14ea302-825d-4f48-b459-db937aec8f23,10.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,f78f760f-a69c-4f69-85e6-602cdc8e11b0,6.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,65b78856-f2c5-428a-935f-ccb9d471a660,9.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,f8f15626-9024-4f5b-93db-18fdde72be12,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,e783e4f1-8aa3-43ce-aab8-54f93faf8e43,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,fff4c441-34bf-4d4f-8ac2-34aadcb14f88,6.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,dc608578-f315-41d8-9f5d-1939c90e800c,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,80b060f2-96f1-4c4e-90dd-3345ecaa3a74,10.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,592701d6-2b2b-414e-88c2-0da41c8444f8,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,39324a7d-784a-469e-a18d-6390afc1bf50,8.0,TN,True,EXCLUDE,
