project	key	title	abstract	doi	decision	mode	exclusion_criteria	reviewer_count
RL4SE	Ahmad2020	Using Deep Reinforcement Learning for Exploratory Performance Testing of Software Systems With Multi-Dimensional Input Spaces	During exploratory performance testing, software testers evaluate the performance of a software system with different input combinations in order to identify combinations that cause performance problems in the system under test. Performance problems such as low throughput, high response times, hangs, or crashes in software applications have an adverse effect on the customer's satisfaction. Since many of today's large-scale, complex software systems (e.g., eCommerce applications, databases, web servers) exhibit very large multi-dimensional input spaces with many input parameters and large ranges, it has become costly and inefficient to explore all possible combinations of inputs in order to detect performance problems. In order to address this issue, we introduce a method for identifying input combinations that trigger performance problems in the software system under test. Our method, under the name of iPerfXRL, employs deep reinforcement learning in order to explore a given large multi-dimensional input space efficiently. The main benefit of the approach is that, during the exploration process, it learns and recognizes the problematic regions of the input space that have a higher chance of triggering performance problems. It concentrates the search in those problematic regions to find as many input combinations as possible that can trigger performance problems while executing a limited number of input combinations against the system. In addition, our approach does not require prior domain knowledge or access to the source code of the system. Therefore, it can be applied to any software system where we can interactively execute different input combinations while monitoring their performance impact on the system. We implement iPerfXRL on top of the Soft Actor-Critic algorithm. We evaluate empirically the efficiency and effectiveness of our approach against alternative state-of-the-art approaches. Our results show that iPerfXRL accurately identifies the problematic regions of the input space and finds up to 9 times more input combinations that trigger performance problems on the system under test than the alternative approaches.	https://dx.doi.org/10.1109/ACCESS.2020.3033888	Included	new_screen		6
RL4SE	Ahmad2019	Exploratory Performance Testing Using Reinforcement Learning	Performance bottlenecks resulting in high response times and low throughput of software systems can ruin the reputation of the companies that rely on them. Almost two-thirds of performance bottlenecks are triggered on specific input values. However, finding the input values for performance test cases that can identify performance bottlenecks in a large-scale complex system within a reasonable amount of time is a cumbersome, cost-intensive, and time-consuming task. The reason is that there can be numerous combinations of test input values to explore in a limited amount of time. This paper presents PerfXRL, a novel approach for finding those combinations of input values that can reveal performance bottlenecks in the system under test. Our approach uses reinforcement learning to explore a large input space comprising combinations of input values and to learn to focus on those areas of the input space which trigger performance bottlenecks. The experimental results show that PerfxRL can detect 72\% more performance bottlenecks than random testing by only exploring the 25\% of the input space.	https://dx.doi.org/10.1109/SEAA.2019.00032	Included	new_screen		6
RL4SE	Ahmadi2022	A DQN-based agent for automatic software refactoring	Context: Nowadays, technical debt has become a very important issue in software project management. The main mechanism to repay this debt is through refactoring. Refactoring software projects usually comes at a high cost. As a result, researchers have always looked for ways to minimize this cost, and a good potential candidate to reduce the cost of a process is to automate it. Objective: One of the automatic software refactoring methods that recently has received a lot of attention is based on search-based software engineering (SBSE) methods. Although because of comprehensiveness and versatility SBSE is considered an appropriate method for automatic refactoring, it has its downsides, the most important of which are the uncertainty of the results and the exponential execution time. Method: In this research, a solution is proposed inspired by search-based refactoring while taking advantage of exploitation in reinforcement learning techniques. This work aims to solve the uncertainty problems and execution time for large programs. In the proposed approach, the problem of uncertainty is solved by targeting the selection of refactoring actions used in the search-based approach. Also, due to the reduction of the dependency between the choice of the appropriate refactoring and its execution time, the time problem in large software refactoring has been greatly improved. Results: Amongst the performed evaluations and specifically for the refactoring of the largest case study, the proposed approach managed to increase the accuracy to more than twice of the SBSE refactoring approaches, while reducing the execution time of refactoring by more than 98\%. Conclusion: The results of the tests show that with increasing the volume and size of the software, the performance of the proposed approach also improves compared to the methods based on SBSE, both in terms of reducing technical debt and speeding up the refactoring process.	https://dx.doi.org/10.1016/j.infsof.2022.106893	Included	new_screen		6
RL4SE	Ahmed2020	An evaluation of Monte Carlo-based hyper-heuristic for interaction testing of industrial embedded software applications		https://doi.org/10.1007/s00500-020-04769-z	Included	new_screen		6
RL4SE	Ahmed2015	Memory modelling schemes in neuromorphic VLSI chips using reinforcement learning based on cognition a computational cognititve neuroscience approach			Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	6
RL4SE	Ahmed2017	Building load management clusters using reinforcement learning	In this paper we introduce a customer selection model for decision making in a Demand response program. In particular, we focus on modelling demand response as a reinforcement learning problem that decomposes the customers into clusters based on their ability to provide curtailments at time of Demand response signal. The reinforcement learning approach allows the retailer to make fast informed decision on the customers reliable to provide demand management capabilities without the need of exploring the entire set of customers when needed in real-time and allow for classification of future customers in appropriate clusters. We demonstrate using this approach on a representative example to create clusters based on provided customer profiles for varying DR signals.	https://dx.doi.org/10.1109/IEMCON.2017.8117147	Excluded	conflict_resolution	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	6
RL4SE	Ahrarinouri2021	Multiagent Reinforcement Learning for Energy Management in Residential Buildings		https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096037876&doi=10.1109\%2fTII.2020.2977104&partnerID=40&md5=22e7ee052871d2f4b8c4ff135bad87e9	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	6
RL4SE	Ahuja2021	Learning to Optimize Molecular Geometries Using Reinforcement Learning	Though quasi-Newton methods have been widely adopted in computational chemistry software for molecular geometry optimization, it is well known that these methods might not perform well for initial guess geometries far away from the local minima, where the quadratic approximation might be inaccurate. We propose a reinforcement learning approach to develop a model that produces a correction term for the quasi-Newton step calculated with the BFGS algorithm to improve the overall optimization performance. Our model is able to complete the optimization in about 30\% fewer steps than pure BFGS for molecules starting from perturbed geometries. The new method has similar convergence to BFGS when complemented with a line search procedure, but it is much faster since it avoids the multiple gradient evaluations associated with line searches.	https://www.ncbi.nlm.nih.gov/pubmed/33470813	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	6
RL4SE	Aiba1996	A computational model for distributed knowledge systems with learning mechanisms	This paper addresses the issues of machine learning in distributed knowledge systems, which will consist of distributed software agents with problem solving, communication and learning functions. To develop such systems, we must analyze the roles of problem-solving and communication capabilities among knowledge systems. To facilitate the analyses, we propose a computational model: LPC. The model consists of a set of agents with (a) a knowledge base for learned concepts, (b) a knowledge base for problem solving, (c) prolog-based inference mechanisms and (d) a set of beliefs on the reliability of the other agents. Each agent can improve its own problem-solving capabilities by deductive learning from the given problems, by memory-based learning from communications between the agents and by reinforcement learning from the reliability of communications between the other agents. An experimental system of the model has been implemented in prolog language on a Window-based personal computer Intensive experiments have been carried out to examine the feasibility of the machine learning mechanisms of agents for problem-solving and communication capabilities. The experimental results have shown that the multiagent system improves the performance of the whole system in problem solving, when each agent has a higher learning ability or when an agent with a very high ability for problem solving joins the organization to cooperate with the other agents in problem solving. These results suggest that the proposed model is useful in analyzing the learning mechanisms applicable to distributed knowledge systems. Copyright (C) 1996 Elsevier Science Ltd	https://dx.doi.org/10.1016/0957-4174(96)00020-6	Excluded	conflict_resolution	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	6
RL4SE	Aissani2012	Dynamic scheduling for multi-site companies: a decisional approach based on reinforcement multi-agent learning		https://doi.org/10.1007/s10845-011-0580-y	Excluded	conflict_resolution	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	6
RL4SE	Akbarinasaji2018	Prioritizing lingering bugs		https://doi.org/10.1145/3178315.3178326	Included	new_screen		6
RL4SE	Akther2022	Interest forwarding strategy in Named Data Networks (NDN) using Thompson Sampling	Optimizing Interest forwarding and Data delivery has been among the top dissected problems in NDN for the last decade; however, only a few contributions thrive to minimize communication cost and delay concurrently. In NDN, a receiver-driven forwarding strategy is considered resource-consuming as the routers incur computation to find the best path to the desired item, specified by an Interest's name. On the other hand, a source-driven forwarding strategy, a scheme that suppresses the sub-optimal sources, experiences increased delay when no source answers in the exploration phase. The confluence of the two strategies can counteract the drawbacks of each one, which, however, has never been investigated. In this work, a reinforcement learning -based, namely Thompson Sampling, strategy is proposed that operates in a receiver-cum-source-driven fashion to optimize Interest forwarding and answering. The proposed method introduces a 'Beam' concept coupled with adaptive scoped-flooding to optimize Interest forwarding, and the sources adopt Thompson Sampling to suppress the sub-optimal responses. When hit by an Interest, an optimal source sends back the desired Data to the consumer whereas a sub-optimal source remains Silent. Together, the 'Beam' and the scoped-flooding adapt the Interest forwarding range based on cache hit/miss ratio. The adaptation optimizes communication cost and delay, and contributes to scheming the proposed strategy resource-savvy. The proof-of-concept implementation in software (simulation) reveals that the proposed system outperforms the counterpart benchmarks by reducing the communication costs and delay in NDN (by around 350\% and 10\%, respectively) without negotiating packet delivery ratio.	https://dx.doi.org/10.1016/j.jnca.2022.103458	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	6
RL4SE	Alawsi2022	Quality of service system that is self-updating by intrusion detection systems using reinforcement learning	Machine learning techniques are widely used in many areas and have also been used in intrusion detection systems (IDS) to identify hard-to-recognize patterns that can distinguish benign traffic from attack. However, these types of relationships and patterns are discovered through training, and there are several types of methods used to train. First, supervised methods, through their application to samples of benign and offensive traffic, secondly, unsupervised methods. Either way, human interaction is necessary to update the IDS, so that a new type of attack cannot be accepted in the protected network. In this study, a new method based on reinforcement learning is proposed. The proposed method has the potential to adapt to new types of attacks based on the quality of service of the network. The proposed method in this paper showed the best performance in terms of filtering the attack traffic that was not included in the training of the neural network used by the agent to choose the appropriate action for each packet. The program was evaluated using the CICIDS2017 dataset and achieved a F1 score of 0.96, compared to only 0.51 achieved using a classification-based deep learning approach.	https://dx.doi.org/10.1007/s13204-021-02172-0	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	6
RL4SE	Albahli2019	A Deep Ensemble Learning Method for Effort-Aware Just-In-Time Defect Prediction	Since the introduction of just-in-time effort aware defect prediction, many researchers are focusing on evaluating the different learning methods, which can predict the defect inducing changes in a software product. In order to predict these changes, it is important for a learning model to consider the nature of the dataset, its unbalancing properties and the correlation between different attributes. In this paper, we evaluated the importance of these properties for a specific dataset and proposed a novel methodology for learning the effort aware just-in-time prediction of defect inducing changes. Moreover, we devised an ensemble classifier, which fuses the output of three individual classifiers (Random forest, XGBoost, Multi-layer perceptron) to build an efficient state-of-the-art prediction model. The experimental analysis of the proposed methodology showed significant performance with 77\% accuracy on the sample dataset and 81\% accuracy on different datasets. Furthermore, we proposed a highly competent reinforcement learning technique to avoid false alarms in real time predictions.	https://dx.doi.org/10.3390/fi11120246	Included	new_screen		6
RL4SE	Albeaik2019	Deep Truck : A deep neural network model for longitudinal dynamics of heavy duty trucks	This article demonstrates the use of deep neural networks (NN) and deep reinforcement learning (deep-RL) for modeling and control of longitudinal heavy duty truck dynamics. Instead of explicit use of analytical model derived information or parameters about the truck, the deep NN model is fitted to data using a brief set of historical data collected from an arbitrary driving cycle. The deep model is used in this article to design a cruise controller for the truck using model-free deep-RL. The deep model and the control loop performances are demonstrated both using state-of-the-art commercial simulation software, and using a real-physical truck. Model and control performances are compared to classical physics-based modeling and control design approaches. The deep NN model is shown to capture latent nonlinear state dynamics and the deep-RL cruise controller is shown to achieve comparable results to a carefully designed and calibrated controller.	https://dx.doi.org/10.1109/ITSC.2019.8917038	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	6
RL4SE	Albeaik2019a	Deep Truck	This article demonstrates the use of deep neural networks (NN) and deep reinforcement learning (deep-RL) for modeling and control of longitudinal heavy duty truck dynamics. Instead of explicit use of analytical model derived information or parameters about the truck, the deep NN model is fitted to data using a brief set of historical data collected from an arbitrary driving cycle. The deep model is used in this article to design a cruise controller for the truck using model-free deep-RL. The deep model and the control loop performances are demonstrated both using state-of-the-art commercial simulation software, and using a real-physical truck. Model and control performances are compared to classical physics-based modeling and control design approaches. The deep NN model is shown to capture latent nonlinear state dynamics and the deep-RL cruise controller is shown to achieve comparable results to a carefully designed and calibrated controller.		Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	6
RL4SE	Albeaik2019b	Deep Truck : A deep neural network model for longitudinal dynamics of heavy duty trucks		https://doi.org/10.1109/ITSC.2019.8917038	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	6
RL4SE	Albericci2021	A curriculum-based reinforcement learninig approach to pedestrian simulation			Excluded	conflict_resolution	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	6
RL4SE	Al-Dayaa2012	Towards a Multiple-Lookahead-Levels agent reinforcement-learning technique and its implementation in integrated circuits		https://doi.org/10.1007/s11227-011-0738-6	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	6
RL4SE	Alfaverh2020	Demand Response Strategy Based on Reinforcement Learning and Fuzzy Reasoning for Home Energy Management		https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081669247&doi=10.1109\%2fACCESS.2020.2974286&partnerID=40&md5=7aee2012044e2087f1eefb60b9864780	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	6
RL4SE	Al-Gabalawy2019	Machine learning for aircraft control			Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	6
RL4SE	Al-Hefnawi2021	Reinforcement Learning Method for Autonomous UAVs Monitoring an Uncertain Target	Autonomous unmanned aerial vehicles are able to sense their surrounding environments, and fly safely with little or no human intervention. Autonomous unmanned aerial vehicles are characterized by their ability to make decisions based on predicting future possible situations and learning from previous experiences. In this paper, we aim at developing algorithms that enable unmanned aerial vehicles to monitor and detect a dynamic uncertain target autonomously. This work considers a real monitoring system consists of a mission area, an autonomous unmanned aerial vehicle, a charging station, and a dynamic uncertain target. The mission area consists of two main areas, which are the area where the charging station is placed and the area where the target moves. The target area is divided to a number of subareas. We also adopt a time slotted system that has M equal-duration slots. The unmanned aerial vehicle is equipped with a battery of finite energy that can be recharged from the charging station. It can fly from one subarea to another during one time slot. The target moves from one subarea to another according to an unknown Markov process. In this context, we propose to using reinforcement learning algorithms that enables autonomous unmanned aerial vehicles to learn the movement of a dynamic uncertain target autonomously. Simulation results show that reinforcement learning algorithms outperform the performance of random and circular algorithms.11This work was supported by the ASPIRE Award for Research Excellence Program 2020 (Abu Dhabi, UAE) under grant AARE20-161.	https://dx.doi.org/10.1109/SNAMS53716.2021.9732147	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	6
